#,dealership_id,name,state,zipcode,type,rsm_id,rsm_first_name
16266,18501,Master of Links,SC,29910,oem_franchise_partnered,5848,Chris
16267,18502,Nance Tractor and Implement,SC,29726,oem_franchise_partnered,5848,Chris
16268,18503,R&R Lawnmower Sales & Repair LLC,LA,70427,oem_franchise_partnered,4613,Jay
16269,18504,Steward Home Center,LA,71263,oem_franchise_partnered,4613,Jay
16270,18505,Twin County Saw & Mower,VA,24333,oem_franchise_partnered,4613,Jay
16271,18506,Surry Equipment,VA,23883,oem_franchise_partnered,4613,Jay
16272,18507,Outdoor Pwr Eq (Newport News),VA,23606,oem_franchise_partnered,4613,Jay
16273,18508,Aswell's Garage,VA,23438,oem_franchise_partnered,4613,Jay
16274,18509,AutoTym Inc,VA,22401,oem_franchise_partnered,4613,Jay
16275,18510,Virginia Outdoor Center LLC,VA,23106,oem_franchise_partnered,4613,Jay
16276,18511,Russ Lawn Mower Repair,WV,25403,oem_franchise_partnered,4613,Jay
16277,18512,Augusta Lawn & Garden,WV,26704,oem_franchise_partnered,4613,Jay
16278,18513,CBS Industrial,WV,24740,oem_franchise_partnered,4613,Jay
16279,18514,D&D Industries,CT,06907,oem_franchise_partnered,4764,Kevin
16280,18515,Miller Small Engine,IN,46741,oem_franchise_partnered,4764,Kevin
16281,18516,Tony's Small Engine Repair,IN,46350,oem_franchise_partnered,4764,Kevin
16282,18517,Schmucker Small Engine,IN,46506,oem_franchise_partnered,4764,Kevin
16283,18518,Stoll Bros Lumber Inc,IN,47562,oem_franchise_partnered,4764,Kevin
16284,18519,Sneezer's,IN,47371,oem_franchise_partnered,4764,Kevin
16285,18520,Willis Lawn & Garden Inc,MI,48197,oem_franchise_partnered,4764,Kevin
16286,18521,S.S. Equipment Repair,MI,48446,oem_franchise_partnered,4764,Kevin
16287,18522,Noel Lawn Service (Monroe),MI,48161,oem_franchise_partnered,4764,Kevin
16288,18523,Noel Lawn Service (Tipton),MI,48161,oem_franchise_partnered,4764,Kevin
16289,18524,Northern Collision & Auto,MI,49707,oem_franchise_partnered,4764,Kevin
16290,18525,Budds All Tractor,MI,49201,oem_franchise_partnered,4764,Kevin
16291,18526,Grover's Power Equipment,NJ,08022,oem_franchise_partnered,4764,Kevin
16292,18527,Jam Small Engine Services and Sales Ltd.,OH,43571,oem_franchise_partnered,4764,Kevin
16293,18528,Edward's Parts & Service,OH,43074,oem_franchise_partnered,4764,Kevin
16294,18529,Tiger Outdoor Power Eq LLC,OH,45380,oem_franchise_partnered,4764,Kevin
16295,18530,The Handyman,OH,44691,oem_franchise_partnered,4764,Kevin
16296,18531,Hamersville Power Equipment and Workwear,OH,45130,oem_franchise_partnered,4764,Kevin
16297,18532,Thomas Sales and Service,MS,39367,oem_franchise_partnered,4613,Jay
16298,18533,J & B Feeds Inc,MS,39452,oem_franchise_partnered,4613,Jay
16299,18534,Brackman's West,MS,39402,oem_franchise_partnered,4613,Jay
16300,18535,OK Auto Parts,CO,80751,oem_franchise_partnered,8331,Brandon
16301,18536,Boyd and Sons,CO,80516,oem_franchise_partnered,8331,Brandon
16302,18537,Henke Enterprises Inc,MT,59522,oem_franchise_partnered,8331,Brandon
16303,18538,Don's Repair-Webster,SD,57274,oem_franchise_partnered,8331,Brandon
16304,18539,John's Auto Repair,SD,57066,oem_franchise_partnered,8331,Brandon
16305,18540,Martin Auto Parts,SD,57551,oem_franchise_partnered,8331,Brandon
16306,18541,Main Street Auto Parts LLC,SD,57523,oem_franchise_partnered,8331,Brandon
16307,18542,Eastway Auto Service,SD,57004,oem_franchise_partnered,8331,Brandon
16308,18543,Fry's Repair Shop-Jamesport,MO,64648,oem_franchise_partnered,8331,Brandon
16309,18544,Cutting Edge Small Engines,MO,65674,oem_franchise_partnered,8331,Brandon
16310,18545,Country Corner Small Engine,MO,65011,oem_franchise_partnered,8331,Brandon
16311,18546,J & S Small Engine Repair,MO,65401,oem_franchise_partnered,8331,Brandon
16312,18547,Reliable Small Engine Repair,MO,65631,oem_franchise_partnered,8331,Brandon
16313,18548,Worley Equipment LLC,MO,65774,oem_franchise_partnered,8331,Brandon
16314,18549,Lube Shop,MO,64016,oem_franchise_partnered,8331,Brandon
16315,18550,Glens Outdoor Services Sales,MO,63077,oem_franchise_partnered,8331,Brandon
16316,18551,S & D Feed and Small Engine LLC,MO,65459,oem_franchise_partnered,8331,Brandon
16317,18552,Farris Sales,MO,65483,oem_franchise_partnered,8331,Brandon
16318,18553,Stirling Power Equipment,MO,64083,oem_franchise_partnered,8331,Brandon
16319,18554,Poor Boy's Mower Shop,MO,65074,oem_franchise_partnered,8331,Brandon
16320,18555,Cuba Small Engines LLC,MO,65453,oem_franchise_partnered,8331,Brandon
16321,18556,Taylor Outdoor Services,MO,65265,oem_franchise_partnered,8331,Brandon
16322,18557,Lawn Care Repair,MO,63138,oem_franchise_partnered,8331,Brandon
16323,18558,Platte Rental & Supply,MO,64152,oem_franchise_partnered,8331,Brandon
16324,18559,Harald's Small Engine Inc.,MO,65610,oem_franchise_partnered,8331,Brandon
16325,18560,Country Boys Farm & Lawn LLC,MO,65632,oem_franchise_partnered,8331,Brandon
16326,18561,Mobile Outdoor Power Equip,MO,63376,oem_franchise_partnered,8331,Brandon
16327,18562,M Kay Supply LLC,MO,63736,oem_franchise_partnered,8331,Brandon
16328,18563,Caldwell Outdoor Equipment (Pevely),MO,63020,oem_franchise_partnered,8331,Brandon
16329,18564,Dallas County Farmers EXC,MO,65648,oem_franchise_partnered,8331,Brandon
16330,18565,H & W Equipment-New Berlin,WI,53146,oem_franchise_partnered,4764,Kevin
16331,18566,J & J Total Lawn Care,WI,53588,oem_franchise_partnered,4764,Kevin
16332,18567,Dreamscape Outdoors LLC,WI,53177,oem_franchise_partnered,4764,Kevin
16333,18568,KN Small Engines & Rental Equipment,WI,53813,oem_franchise_partnered,4764,Kevin
16334,18569,R & M Farm and Lawn,WI,54130,oem_franchise_partnered,4764,Kevin
16335,18570,Mount Ida True Value,AR,71957,oem_franchise_partnered,4613,Jay
16336,18571,Campbell and Son,AR,72601,oem_franchise_partnered,4613,Jay
16337,18572,Liftruck Parts & Service,AR,72956,oem_franchise_partnered,4613,Jay
16338,18573,Bryan's Repair,NY,13668,oem_franchise_partnered,4764,Kevin
16339,18574,Mark's Small Engine,NY,13433,oem_franchise_partnered,4764,Kevin
16340,18575,JC Tractor Repair (Main St),NY,12090,oem_franchise_partnered,4764,Kevin
16341,18576,Tom's Repair Service,PA,19014,oem_franchise_partnered,4764,Kevin
16342,18577,Riley's Small Engine Repair,PA,16635,oem_franchise_partnered,4764,Kevin
16343,18578,Pikeville Equipment Inc,PA,19547,oem_franchise_partnered,4764,Kevin
16344,18579,Reifsnyder's Ag Center,PA,19506,oem_franchise_partnered,4764,Kevin
16345,18580,Rocky Ridge Mowers,PA,17257,oem_franchise_partnered,4764,Kevin
16346,18581,Carolina Carts & ATV,SC,29316,oem_franchise_partnered,4764,Kevin
16347,18582,The Mower Shop,TN,37172,oem_franchise_partnered,4764,Kevin
16348,18583,Mascot Outdoor Power LLC,TN,37806,oem_franchise_partnered,4764,Kevin
16349,18584,Marion Farmers Coop,TN,37347,oem_franchise_partnered,4764,Kevin
16350,18585,Perrys Outdoor Equipment,TN,37355,oem_franchise_partnered,4764,Kevin
16351,18586,Andy's Small Engine,TN,37040,oem_franchise_partnered,4764,Kevin
16352,18587,BackYard Pit Stop,TN,37334,oem_franchise_partnered,4764,Kevin
16353,18588,Ron's Small Engine Repair,GA,39845,oem_franchise_partnered,5848,Chris
16354,18589,Buchanan Small Engine Repair,GA,30576,oem_franchise_partnered,5848,Chris
16355,18590,Hyatt's Mower Repair,GA,30108,oem_franchise_partnered,5848,Chris
16356,18591,Jeffs Truck Tops,GA,31904,oem_franchise_partnered,5848,Chris
16357,18592,North Georgia Tractor,GA,30531,oem_franchise_partnered,5848,Chris
16358,18593,Mike Cooper Tractors,OK,74434,oem_franchise_partnered,3674,Diana
16359,18594,C & C Hardware Inc.,OK,74538,oem_franchise_partnered,3674,Diana
16360,18595,C & W Lawn Equipment,OK,74743,oem_franchise_partnered,3674,Diana
16361,18596,CJ's Corner Store,OK,74957,oem_franchise_partnered,3674,Diana
16362,18597,Mitchell Rentals,OK,74953,oem_franchise_partnered,3674,Diana
16363,18598,"Bronco Lawn Equipment, LLC",OK,73008,oem_franchise_partnered,3674,Diana
16364,18599,Sheppard Supply,OK,73018,oem_franchise_partnered,3674,Diana
16365,18600,"Burnett Hardware, Inc.",OK,74437,oem_franchise_partnered,3674,Diana
16366,18601,Black Hills Outdoor llc,SD,57702,independent,8331,Brandon
16367,18602,Smith Farm & Ranch Equipment LLC,OK,74338,oem_franchise_partnered,3674,Diana
16368,18603,Rolison Saw Co. - Butler,AL,36904,oem_franchise_partnered,4613,Jay
16369,18604,Turf and Dirt Repair,AL,36784,oem_franchise_partnered,4613,Jay
16370,18605,Miller Hardware-Garnett,KS,66032,oem_franchise_partnered,8331,Brandon
16371,18606,Mikes Small Engine Repair,KS,67554,oem_franchise_partnered,8331,Brandon
16372,18607,Bledsoe Rentals,KS,66061,oem_franchise_partnered,8331,Brandon
16373,18608,Mower Medic Inc(KS),KS,67460,oem_franchise_partnered,8331,Brandon
16374,18609,Midwest Small Engine Sales And Repairs,KS,66618,oem_franchise_partnered,8331,Brandon
16375,18610,D H Repair,KS,67059,oem_franchise_partnered,8331,Brandon
16376,18611,Lee's Repair,NE,69343,oem_franchise_partnered,8331,Brandon
16377,18612,Buffalo Outdoor Power,NE,68847,oem_franchise_partnered,8331,Brandon
16378,18613,Hidy's Farm Service,NE,68626,oem_franchise_partnered,8331,Brandon
16379,18614,West Point Implement,NE,68788,oem_franchise_partnered,8331,Brandon
16380,18615,Agro Distributing Inc,NE,68940,oem_franchise_partnered,8331,Brandon
16381,18616,Jeff's Radiator,NE,69101,oem_franchise_partnered,8331,Brandon
16382,18617,Pankonin's Inc.,NE,68037,oem_franchise_partnered,8331,Brandon
16383,18618,PJ's Farm Supply,ND,58535,oem_franchise_partnered,8331,Brandon
16384,18619,"Warren Implement, Inc.",ND,58374,oem_franchise_partnered,8331,Brandon
16385,18620,Heggen Equipment Inc.,ND,58854,oem_franchise_partnered,8331,Brandon
16386,18621,Mertes Implement,ND,58721,oem_franchise_partnered,8331,Brandon
16387,18622,Miller Farm Supply,IA,51532,oem_franchise_partnered,8331,Brandon
16388,18623,Riverfront Repair,IA,51632,oem_franchise_partnered,8331,Brandon
16389,18624,Randys Repair,IA,50627,oem_franchise_partnered,8331,Brandon
16390,18625,Bills Tractor & Truck Repair,IA,52310,oem_franchise_partnered,8331,Brandon
16391,18626,Belzer Equipment,IA,52531,oem_franchise_partnered,8331,Brandon
16392,18627,E-Z Sales & Engineering,IA,52353,oem_franchise_partnered,8331,Brandon
16393,18628,S & S Distribution LLC,IA,50046,oem_franchise_partnered,8331,Brandon
16394,18629,Big Foot Enterprises,IA,50645,oem_franchise_partnered,8331,Brandon
16395,18630,Bledsoe Rentals-Olathe,KS,66061,oem_franchise_partnered,8331,Brandon
16396,18631,A to Z Golf Cars,AR,72712,oem_franchise_partnered,4613,Jay
16397,18632,TNT ACE HARDWARE,WI,53115,oem_franchise_partnered,4764,Kevin
16398,18633,Smith Turf and Irrigation,TN,37932,oem_franchise_partnered,4764,Kevin
16399,18634,Forrester Farm Equipment - Woodstock,VA,22664,oem_franchise_partnered,4613,Jay
16400,18635,French Valley Flying Circus,CA,92563,independent,11499,Matt
16401,18636,dupe410,CA,92563,independent,11499,Matt
16402,18637,Superior Street Powersports,FL,33487,independent,5848,Chris
16403,18638,West Virginia Motorsports - Princeton,WV,24740,oem_franchise_partnered,4613,Jay
16404,18639,Northland Auto & Marine,IA,50536,oem_franchise_partnered,8331,Brandon
16405,18640,WESTERN OHIO TRUE VALUE - TROY,OH,45373,oem_franchise_partnered,4764,Kevin
16406,18641,Black Diamond Trailer Sales,MI,48509,oem_franchise_partnered,4764,Kevin
16407,18642,Adrenaline Rush Motorsports-PC,FL,32405,oem_franchise_partnered,5848,Chris
16408,18643,( Disabled ) Azzy Powersports,PA,18330,oem_franchise_partnered,4764,Kevin
16409,18644,Wynnwood Moto Garage,FL,33137,independent,5848,Chris
16410,18645,AZIZ CYCLE,FL,33610,independent,5848,Chris
16411,18646,Northeast Georgia Power Equipment,GA,30633,oem_franchise_partnered,5848,Chris
16412,18647,BW Motorsports,FL,33772,independent,5848,Chris
16413,18648,Hart Automotive,MO,63031,oem_franchise_partnered,8331,Brandon
16414,18649,The Mechanic LLC,LA,70363,oem_franchise_partnered,4613,Jay
16415,18650,Black Creek Yard & Garden,FL,32068,oem_franchise_partnered,5848,Chris
16416,18651,C & C DISTRIBUTORS,IN,46613,oem_franchise_partnered,4764,Kevin
16417,18652,Home Hardware Center - Forest,MS,39074,oem_franchise_partnered,4613,Jay
16418,18653,HOME HARDWARE CENTER-COLUMBIA,LA,71418,oem_franchise_partnered,4613,Jay
16419,18654,HOME HARDWARE CENTER-WINNSBORO,LA,71295,oem_franchise_partnered,4613,Jay
16420,18655,HOME HARDWARE CENTER-JONESVILLE,LA,71343,oem_franchise_partnered,4613,Jay
16421,18656,"E.A. BREEDEN, INC",VA,22827,oem_franchise_partnered,4613,Jay
16422,18657,TRAILBLAZER AUTO SALES,VA,22840,oem_franchise_partnered,4613,Jay
16423,18658,Leek Small Engine Repair,FL,32570,oem_franchise_partnered,5848,Chris
16424,18659,Fast & Friendly Auto Sales - GA,GA,30032,independent,5848,Chris
16425,18660,Martin Powersports,TX,77327,oem_franchise_partnered,3674,Diana
16426,18661,R&J Trailers Inc.,TX,75159,oem_franchise_partnered,3674,Diana
16427,18662,Cross Country BMW,NJ,08840,oem_franchise_partnered,4764,Kevin
16428,18663,Cross Country Ducati,NJ,08840,oem_franchise_partnered,4764,Kevin
16429,18664,LONE STAR POWERSPORTS,TX,79109,oem_franchise_partnered,3674,Diana
16430,18665,Horizon-Hillsboro 655,OR,97123,oem_franchise_partnered,11499,Matt
16431,18666,JUSTIN'S SMALL ENGINE,WI,54229,oem_franchise_partnered,4764,Kevin
16432,18667,Wasatch Trailer Sales,UT,84041,independent,11499,Matt
16433,18668,Thoroughbred Golf Carts,FL,34224,independent,5848,Chris
16434,18669,Scooter ATV Wholesale,AR,72703,oem_franchise_partnered,4613,Jay
16435,18670,Four Seasons Power Sports,AZ,85034,oem_franchise_partnered,8331,Brandon
16436,18671,ABC Bikes,CA,90058,oem_franchise_partnered,11499,Matt
16437,18672,We All Ride,CA,95073,oem_franchise_partnered,11499,Matt
16438,18673,Turbo Powersports,CA,92867,oem_franchise_partnered,11499,Matt
16439,18674,Sports Car Company,CA,92037,oem_franchise_partnered,11499,Matt
16440,18675,Track & Field Motors,FL,34695,oem_franchise_partnered,5848,Chris
16441,18676,On Wheel Motorsports,LA,70401,oem_franchise_partnered,4613,Jay
16442,18677,Greengo Buggies,NC,27358,oem_franchise_partnered,5848,Chris
16443,18678,J. L Motor,NC,27407,oem_franchise_partnered,5848,Chris
16444,18679,Stratton Chevrolet,OH,44609,oem_franchise_partnered,4764,Kevin
16445,18680,Sooner Cycles & Powersports,OK,73149,oem_franchise_partnered,3674,Diana
16446,18681,Battlefield RV Sales Center,PA,17325,oem_franchise_partnered,4764,Kevin
16447,18682,DALLAS POWERSPORTS,TX,75229,oem_franchise_partnered,3674,Diana
16448,18683,Star Motor Co,TX,75154,oem_franchise_partnered,3674,Diana
16449,18684,Powersport Superstore,UT,84097,oem_franchise_partnered,11499,Matt
16450,18685,The Auto Clinic,WI,54660,oem_franchise_partnered,4764,Kevin
16451,18686,"M & M UltraSports, Inc",FL,33771,oem_franchise_partnered,5848,Chris
16452,18687,"Kale Marketing, Inc.",OH,43344,oem_franchise_partnered,4764,Kevin
16453,18688,KFG Motorsports,WA,98001,independent,11499,Matt
16454,18689,(Disabled) 3 SIX 0 MOTORSPORTS,WA,98531,oem_franchise_partnered,11499,Matt
16455,18690,Auto West,MI,49010,oem_franchise_partnered,4764,Kevin
16456,18691,GT Carts - Cirero,IN,46034,oem_franchise_partnered,4764,Kevin
16457,18692,48 Equipment Sales,WI,54868,oem_franchise_partnered,4764,Kevin
16458,18693,The Oaks Marine and Powersports,AL,36804,oem_franchise_partnered,4613,Jay
16459,18694,VTI LLC,IA,52353,independent,8331,Brandon
16460,18695,Mike's Automotive Service,IL,60097,independent,4764,Kevin
16461,18696,JPMX Bikes & Parts,KY,42164,oem_franchise_partnered,4613,Jay
16462,18697,Damms Inc.,MI,48755,oem_franchise_partnered,4764,Kevin
16463,18698,Table Rock Golf Carts,MO,65737,independent,8331,Brandon
16464,18699,Leflore Hardware Inc.,MS,38930,oem_franchise_partnered,4613,Jay
16465,18700,Chair City Powersports,NC,27295,oem_franchise_partnered,5848,Chris
16466,18701,Blevins Motors Inc,NY,13676,oem_franchise_partnered,4764,Kevin
16467,18702,Chattanooga Fish N Fun,TN,37343,independent,4764,Kevin
16468,18703,Gillespie Motor Company,TN,38242,independent,4764,Kevin
16469,18704,Richcart,TX,79423,oem_franchise_partnered,3674,Diana
16470,18705,Sutherlands Beeville,TX,78102,oem_franchise_partnered,3674,Diana
16471,18706,"Motorsports Planet, LLC",TX,77036,oem_franchise_partnered,3674,Diana
16472,18707,Uvalco Supply,TX,78801,oem_franchise_partnered,3674,Diana
16473,18708,The Cart Store,TX,78382,oem_franchise_partnered,3674,Diana
16474,18709,Senesac Yamaha,VT,05478,oem_franchise_partnered,4764,Kevin
16475,18710,Akers Family Investments,WV,27401,oem_franchise_partnered,4613,Jay
16476,18711,Royal Family Motors - Belden,OH,44720,oem_franchise_partnered,4764,Kevin
16477,18712,Hwy 80 Auto Sales Savannah,GA,31408,oem_franchise_partnered,5848,Chris
16478,18713,ROCKY MOUNTAIN POWERSPORTS PINEDALE,WY,82941,oem_franchise_partnered,8331,Brandon
16479,18714,Smiths Small Engine and Mower Shop,GA,30125,oem_franchise_partnered,5848,Chris
16480,18715,M & K OUTDOOR PRODUCTS -Joplin,MO,64804,oem_franchise_partnered,8331,Brandon
16481,18716,RPM Machinery-Franklin,IN,46131,oem_franchise_partnered,4764,Kevin
16482,18717,Davis Motorsports-CA,CA,95616,independent,11499,Matt
16483,18718,Campbell Auto Sales,AR,72556,oem_franchise_partnered,4613,Jay
16484,18719,The Rumble House,MN,55038,independent,8331,Brandon
16485,18720,Jim's Farm Equipment,OH,45631,oem_franchise_partnered,4764,Kevin
16486,18721,Williams Warehouse,OK,74523,oem_franchise_partnered,3674,Diana
16487,18722,Power Up Rental,OK,74354,oem_franchise_partnered,3674,Diana
16488,18723,Big Blue LLC,VA,24641,oem_franchise_partnered,4613,Jay
16489,18724,Adam's Small Engine Repair,WI,54929,oem_franchise_partnered,4764,Kevin
16490,18725,Harry Implements Inc,SD,57439,oem_franchise_partnered,8331,Brandon
16491,18726,IMS Experts LLC,TX,76063,oem_franchise_partnered,3674,Diana
16492,18727,Philbrick Motor Sports,MA,01886,oem_franchise_partnered,4764,Kevin
16493,18728,Smiths Golf Cars,CA,94928,oem_franchise_partnered,11499,Matt
16494,18729,Indian Motorcycle of White Plains,NY,10607,oem_franchise_partnered,4764,Kevin
16495,18730,Cart Mart Los Angeles,CA,,oem_franchise_partnered,11499,Matt
16496,18731,GILES OUTDOOR POWER EQUIP,GA,31069,oem_franchise_partnered,5848,Chris
16497,18732,Riddle Tractor,IN,47460,oem_franchise_partnered,4764,Kevin
16498,18733,Home Base-Ottowa,KS,66067,oem_franchise_partnered,8331,Brandon
16499,18734,"Full Service Oil, Co.",KY,40359,oem_franchise_partnered,4613,Jay
16500,18735,Louisville Tractor,KY,40299,oem_franchise_partnered,4613,Jay
16501,18736,Marshall's Tractor,KY,41031,oem_franchise_partnered,4613,Jay
16502,18737,Shuck Fence,KY,40065,oem_franchise_partnered,4613,Jay
16503,18738,DUGDEMONA OUTDOORS #2 JENA,LA,71342,oem_franchise_partnered,4613,Jay
16504,18739,Delta Farm & Auto - Holcomb,MS,38940,oem_franchise_partnered,4613,Jay
16505,18740,NAPA MOTOR PARTS COMPANY (Bay Springs),MS,39422,oem_franchise_partnered,4613,Jay
16506,18741,Gullette INC. - Flowood,MS,39232,oem_franchise_partnered,4613,Jay
16507,18742,Gullette INC. - Tayorsville,MS,39168,oem_franchise_partnered,4613,Jay
16508,18743,Western Ranch Supply-Great Falls,MT,59405,oem_franchise_partnered,8331,Brandon
16509,18744,Homebase Lumber-Copperas Cove,TX,76522,oem_franchise_partnered,3674,Diana
16510,18745,Homebase Lumber-Lubbock,TX,79413,oem_franchise_partnered,3674,Diana
16511,18746,Western Building Supply,VA,24248,oem_franchise_partnered,4613,Jay
16512,18747,River East Power Equipment,CT,06108,oem_franchise_partnered,4764,Kevin
16513,18748,Five:7 Equipment,OK,74834,oem_franchise_partnered,3674,Diana
16514,18749,Fillmore Saw,CA,93015,oem_franchise_partnered,11499,Matt
16515,18750,Wilson Tire,OH,43334,oem_franchise_partnered,4764,Kevin
16516,18751,Scottsdale Auto Group LLC,AZ,85260,oem_franchise_partnered,8331,Brandon
16517,18752,Brothers Cart World,IA,51445,oem_franchise_partnered,8331,Brandon
16518,18753,McNeely's Store and Rental - FRANKLIN,NC,28734,oem_franchise_partnered,5848,Chris
16519,18754,Napa Auto Parts - JEFFERSON,IA,50129,oem_franchise_partnered,8331,Brandon
16520,18755,Steensma Lawn & Power - SPRINGFIELD,MI,49037,oem_franchise_partnered,4764,Kevin
16521,18756,Anacondas Ace Hardware,MT,59711,oem_franchise_partnered,8331,Brandon
16522,18757,Ozark Golf Cars & Utility Vehicles - Clinton,MO,64735,oem_franchise_partnered,8331,Brandon
16523,18758,Family Farm and Home-Defiance,OH,43512,oem_franchise_partnered,4764,Kevin
16524,18759,Cumberland Tractor Kubota of Fayetteville,NC,28312,oem_franchise_partnered,5848,Chris
16525,18760,(Disabled) Bull Creek Outdoors,AR,72012,independent,4613,Jay
16526,18761,Columbiana Tractor LLC,AL,35051,independent,4613,Jay
16527,18762,APF Motorcycle Salvage Inc,CA,93725,independent,11499,Matt
16528,18763,dupe485,TN,38583,independent,4764,Kevin
16529,18764,Outdoor Power Sales and Service,IL,62864,oem_franchise_partnered,4764,Kevin
16530,18765,High Altitude Equipment,CO,80907,oem_franchise_partnered,8331,Brandon
16531,18766,Justin Ace Hardware,TX,76247,oem_franchise_partnered,3674,Diana
16532,18767,Lewistown Ace Hardware,MT,59457,oem_franchise_partnered,8331,Brandon
16533,18768,Iron Horse Motorcycles NC,NC,28110,oem_franchise_partnered,5848,Chris
16534,18769,Coastal Dealer Services,FL,32526,oem_franchise_partnered,5848,Chris
16535,18770,Good Works Tractors,MI,49009,independent,4764,Kevin
16536,18771,Planet Auto Sales LLC,AL,35133,independent,4613,Jay
16537,18772,HL Supply,FL,32114,oem_franchise_partnered,5848,Chris
16538,18773,Dickens Turf & Landscape Supply - Franklin,TN,37064,oem_franchise_partnered,4764,Kevin
16539,18774,Wild Acres Rentals,CO,81007,oem_franchise_partnered,8331,Brandon
16540,18775,Livingstons Ace Hardware,MT,59047,oem_franchise_partnered,8331,Brandon
16541,18776,Sellers Sexton,MO,65584,oem_franchise_partnered,8331,Brandon
16542,18777,Willis Automotive,IA,50263,oem_franchise_partnered,8331,Brandon
16543,18778,Bobcat of Rochester,MN,55976,oem_franchise_partnered,8331,Brandon
16544,18779,RB Scooters,FL,33064,oem_franchise_partnered,5848,Chris
16545,18780,LSM Outdoor Power,TX,76248,oem_franchise_partnered,3674,Diana
16546,18781,Hiltec LLC,OH,43802,oem_franchise_partnered,4764,Kevin
16547,18782,Big Lift Material Handling,AZ,85034,oem_franchise_partnered,8331,Brandon
16548,18783,Spartan ZTR Mower - Stockyards City,OK,73108,oem_franchise_partnered,3674,Diana
16549,18784,Revel 42 Golf Cart - Wilmington,NC,28405,oem_franchise_partnered,5848,Chris
16550,18785,Fussnecker & Sons Tractor Sales - PEEBLES,OH,45660,oem_franchise_partnered,4764,Kevin
16551,18786,Bison Turf Equipment - WILLIAMSVILLE,NY,14221,oem_franchise_partnered,4764,Kevin
16552,18787,Snyder's Tractor and Equipment-Sparta,TN,38583,oem_franchise_partnered,4764,Kevin
16553,18788,dupe393,IL,62864,oem_franchise_partnered,4764,Kevin
16554,18789,R&J Trailers II LLC,TX,75604,independent,3674,Diana
16555,18790,Lyndhurst Lawnmower,IN,46222,oem_franchise_partnered,4764,Kevin
16556,18791,"Imperial Outdoor Power Equipment, Inc.",TX,77478,oem_franchise_partnered,3674,Diana
16557,18792,Akers RV LLC dba Acres Outdoors,TX,77351,independent,3674,Diana
16558,18793,The Power Barn - Lansing,MI,48917,oem_franchise_partnered,4764,Kevin
16559,18794,Garwood Custom Cycles,NC,27295,independent,5848,Chris
16560,18795,Rock Solid Funding,TX,76034,independent,3674,Diana
16561,18796,Yard Pro,NC,27886,oem_franchise_partnered,5848,Chris
16562,18797,Roost Powersports,CT,06787,oem_franchise_partnered,4764,Kevin
16563,18798,Carolina V-Twin,NC,27834,oem_franchise_partnered,5848,Chris
16564,18799,Miller Equipment & Truck Sales LLC,AR,72523,independent,4613,Jay
16565,18800,Ratliff-Reed Inc.,MO,63501,independent,8331,Brandon
16566,18801,Caldwell Lumber II LLC,AR,72396,independent,4613,Jay
16567,18802,dupe405,CA,95228,oem_franchise_partnered,11499,Matt
16568,18803,dupe407,WA,99212,oem_franchise_partnered,11499,Matt
16569,18804,The Auto Finders-Durham,NC,27703,independent,5848,Chris
16570,18805,Boulder Auto Sales,CO,80303,independent,8331,Brandon
16571,18806,dupe404,CA,95228,oem_franchise_partnered,11499,Matt
16572,18807,dupe406,WA,99212,oem_franchise_partnered,11499,Matt
16573,18808,Brown and Roberts Ace,VT,05301,oem_franchise_partnered,4764,Kevin
16574,18809,Mahindra of Aiken,SC,29801,oem_franchise_partnered,5848,Chris
16575,18810,Precise Rebuilers,TN,38351,oem_franchise_partnered,4764,Kevin
16576,18811,All Around Performance Feed,TN,37187,oem_franchise_partnered,4764,Kevin
16577,18812,Marine Mower & Saw,IL,62061,oem_franchise_partnered,4764,Kevin
16578,18813,Premier Equipment of Enfield,NC,27823,oem_franchise_partnered,5848,Chris
16579,18814,D&W Cycle Specialties,IL,61254,independent,4764,Kevin
16580,18815,FUNSCOOTERZ POWERSPORTS LLC,TX,79915,independent,3674,Diana
16581,18816,UNLIMITED RV & POWERSPORTS,MO,64058,oem_franchise_partnered,8331,Brandon
16582,18817,dupe487,TX,75067,independent,3674,Diana
16583,18818,East Arkansas Equipment Co. Inc.,AR,72368,independent,4613,Jay
16584,18819,Beavers Bikes and Autos,AR,72732,independent,4613,Jay
16585,18820,Sparks Small Engine Repair,IA,52732,oem_franchise_partnered,8331,Brandon
16586,18821,Taylor Outdoor Power Equipment,GA,30830,oem_franchise_partnered,5848,Chris
16587,18822,Jay Hatfield Motorsports of Wichita,KS,67207,oem_franchise_partnered,8331,Brandon
16588,18823,Auburn Ace Hardware,CA,95603,oem_franchise_partnered,11499,Matt
16589,18824,"Maxx Outdoor & Equipment, LLC",TX,76086,oem_franchise_partnered,3674,Diana
16590,18825,Kennedy's True Value,OK,73077,oem_franchise_partnered,3674,Diana
16591,18826,Ridley's Family Markets,ID,,oem_franchise_partnered,11499,Matt
16592,18827,Redline Racing LLC,OH,43442,independent,4764,Kevin
16593,18828,Suicycle Racing,ID,83607,independent,11499,Matt
16594,18829,Wiliams Group Auto,TX,79605,oem_franchise_partnered,3674,Diana
16595,18830,Ott Knott Cushman,WA,99212,oem_franchise_partnered,11499,Matt
16596,18831,Copper Mountain Cart Company,CA,95228,oem_franchise_partnered,11499,Matt
16597,18832,Cotton's Ace Hardware of De Soto,MO,63020,oem_franchise_partnered,8331,Brandon
